"title","composer","a2","style","key","actualKey","actualStyle","actualTempo","actualRepeats","data"
"Elora","J.J. Johnson","","Medium Swing","Bb","","","0","0","{*AT44C-7   |F7   |Bb^7 Eb^7 |D-7 Db7 |C-7 G7b9 |C-7 F7 |N1Bb^7   |Dh7 Db7 }        |N2Bb^7   |F-7 Bb7 ][*BEb^7   |Eb-7   |Bb^7   |Ah7 D7b9 |G-7   |C7   |C-7   |F7   ][*AC-7   |F7   |Bb^7 Eb^7 |D-7 Db7 |C-7 G7b9 |C-7 F7 |UBb^7   |Dh7 Db7 Z "
"Embraceable You","George Gershwin","","Ballad","G","","","0","0","[*AT44G^7   |Bbo7   |A-7   |D7   |A-7   |C-6   |G^7   |F#h7 B7b9 ][*BE- E-/D |C#h7 F#7#5 |B-7   |E-7 A7 |D^7 B-7 |E-7 A7 |A-7   |D7   ][*AG^7   |Bbo7   |A-7   |D7   |A-7   |C-6   |G^7   |D-7 G7 ][*CC^7   |F#h7 B7b9 |E-7 E-7/D |C#h7 C-6 |B-7 E7 |Ah7 D7b9 |G^7   |A-7 D7 Z "
"Emily","Johnny Mandel","","Waltz","G","","","0","0","*A[T34G^7   |E-7   |A-7   |D7   |G^7   |G7   |C^7   |F7   ]*B[E^7   |C#-7   |F#-7   |B7b9   |E-7   |A7   |A-7   |D7#5   ]*A[G^7   |E-7   |A-7   |D7   |G^7   |G7   |C^7   |B7   ]*C[E-7   |F#7b13   |B-7   |E7   |A-7   |D7   |Bh7   |E7b9   |C#h7   |C-6   |B-7   |E7b9   |A-7   |D7   |G^7   |D7   Z"
"End Of A Love Affair, The","Edward Redding","","Ballad","F","","","0","0","*A{T44G-7 C7 |F^7   |F-7 Bb7 |Eb^7   |Eb-7 Ab7 |Eb-7 Ab7 |Db^7 sG-7,C7,l|F^7   }*B[D-7 G7 |D-7 G7 |D-7 G7 |D-7 G7 |C^7   |A-7 D7 |D-7 G7 |G-7 C7 ]*A[G-7 C7 |F^7   |F-7 Bb7 |Eb^7   |Eb-7 Ab7 |Eb-7 Ab7 |Db^7 sG-7,C7,l|C-7 F7 ]*C[Bb^7   |Bb-6 Eb7 |F^7   |Abo7   |G-7 F#o7 |G-7 C7 |F6   | x  Z"
"Epilogue","Bill Evans","","Medium Swing","Eb","","","0","0","[T44Eb W/D |C-, W/Bb |Ab^7, Eb/G |sBb/F,Eb,lG7/D |C-11 W/Bb |Ab^7 G-7 |Csus   | x  |Ab^7   |Ab^7   |G- Eb/G |G-/C C- |Eb/Bb   |G/B   |Csus   | x  Z "
"Epistrophy","Clarke Kenny Monk, Thelonious","","Medium Swing","Db","","","0","0","*A[T44Db7 D7 | x  | x  | x  |Eb7 E7 | x  | x  | x  ]*B[Eb7 E7 | x  | x  | x  |Db7 D7 | x  | x  | x  ]*C[F#-7   | x  | x  | x  |B7   | x  |Db7   |D7   ]*B[Eb7 E7 | x  | x  | x  |Db7 D7 | x  | x  | x  Z"
"Equinox","John Coltrane","","Slow Swing","C#-","","","0","0","[T44C#-7   | x  | x  | x  |F#-7   | x  |C#-7   | x  |A7   |G#7   |C#-7   | x  Z "
"Eronel","Thelonious Monk","","Medium Swing","G","","","0","0","{*AT44G^7 G^7/A |B-7 E7 |Bb-^7   |  Eb7#11 |A-7   |C-7 F7 |N1A-7 Ab7 |G6 Ab6 }        |N2A-7 Ab7 |G^7   ][*BD-7   |G7   |C7   | x  |C-7   |F7   |B-7 Bb7 |Eb^7 Ab7#11 ][*AG^7 G^7/A |B-7 E7 |Bb-^7   |  Eb7#11 |A-7   |C-7 F7 |A-7 Ab7 |G^7   Z "
"Estate","Bruno Martino","","Bossa Nova","B-","","","0","0","*A{T44B-7   | x  |E-7   |F#7b9   |B-7   | x  |E-7   |A7   |D7sus   |D7   |G^7   | x  |F#7   |F#7#5 <Fine>  }        *B[B^7   | x  |Fh7   |Bb7b9   |Eb-7   |Ab7b9   |E-7   |A7   |D7sus   |D7   |G^7   | x  |F#7   <D.C. al Fine>|F#7#5   ] "
"Eternal Triangle","Sonny Stitt","","Up Tempo Swing","Bb","","","0","0","{*AT44Bb^7 G-7 |C-7 F7 |D-7 G7 |C-7 F7 |F-7 Bb7 |Eb7 Ab7 |N1D-7 G7 |C-7 F7 }        |N2D-7 G7 |sC-7,F7,lBb^7 ][*BlB-7   |E7   |Bb-7   |Eb7   |A-7 D7 |Ab-7 Db7 |G-7 C7 |F#-7 B7 ][,*A,Bb^7 G-7 |C-7 F7 |D-7 G7 |C-7 F7 |F-7 Bb-7 |Eb7 Ab7 |D-7 G7 |sC-7,F7,lBb^7 Z "
"Ev'ry Time We Say Goodbye","Cole Porter","","Ballad","Eb","","","0","0","*A[T44Eb^7 Eb^7/Bb |sEb^,Eb7,Ab^,Ab-7,l|G-7 C7 |F-7 Bb7 |Eb^7 Ab7 |G-7 sC-7,B-7,l|Bb-7 Eb7 |Ab-7 Db7 |G-7 Gb7 |F-7 Bb7 |Bb-7 Eb7 |Ab^7   |Ab-7 Db7 |G-7 C7 |Gb7#11   |F-7 Bb7 ]*B[Eb^7 Eb^7/Bb |sEb^,Eb7,Ab^,Ab-7,l|G-7 C7 |F-7 Bb7 |Eb^7 Ab7 |G-7 sC-7,B-7,l|Bb-7 Eb7 |Ab^7 Db7 |G-7 Gb7 |F-7 Bb7 |Bb-7 Eb7 |Ab^7 Db7 |G7 C7 |F-7 Bb7 |Eb6 Eb6/Bb |UEb6 Eb6/Bb Z"
"Everybody's Song But My Own","Kenny Wheeler","","Waltz","C-","","","0","0","[*AT34F-9/Bb   |G7b13/B   |C-11   |C-9/Bb   |Ah7   |D7#9#5 D7#9 |N1G-11   |B^7/Bb   }        |N2G-11 G-11/F |Eh7 A7b9 ][*BD^9   |G^7/D   |D^9   |G^7/D   |D^9   |C#h7 F#7b9 |B-11   |B-9/A   |G#h7   |C#7b9   |F#^7#11   |G-11/C   |F^9   |F#-11/B   ]        [*AF-9/Bb   |G7b13/B   |C-11   |Eb^7/Bb   |Ah7   |D7#9#5 D7#9 |G-11 Bb^7/F |Eh7 A7#9#5 |D-11   |Db^7#11   |C-11   |F#-9 B13#11 ]{*CBb^9   |B^7/Bb   |Bb^9   |B^7/Bb   }Y[QE^7#11   |Eb-11   Z "
"Everything Happens To Me","Matt Dennis","","Ballad","Bb","","","0","0","*A{T44C-7 F7 |D-7 Dbo7 |C-7 F7 |Dh7 G7 |C-7 sEb-7,Ab7,|lD-7 G7 |C-7 F7 |N1D-7 G7 }            |N2Bb6   ]*B[F-7 Bb7#9 |Eb^7 C-7 |F-7 Bb7b9 |Eb^7   |E-7 A7#9 |D^7   |G-7 C7 |C-7 F7 ]*A[C-7 F7 |D-7 Dbo7 |C-7 F7 |Dh7 G7 |C-7 sEb-7,Ab7,|lD-7 G7 |C-7 F7 |Bb6   Z"
"Everything I Have Is Yours","Burton Lane","","Ballad","C","","","0","0","T44[*AC^7   |Eb-7 Ab7 |D-7 G7 |D-7 G7#5 |C^7   |Eb-7 Ab7 |D-7 G7 |Bh7 E7b9 ][*BA-7   |A-^7/G#   |A-7/G   |D9/F#   |E-7   |A7   |A-7 D7 |D-7 G7 ][*AC^7   |Eb-7 Ab7 |D-7 G7 |D-7 G7#5 |C^7   |G-7 C7 |F^7   |Bh7 E7b9 ][*CA-7   |A-^7/G#   |A-7/G   |D7/F# F-6 |C^7   |Eb-7 Ab7 |D-7 G7 |C^7 sD-7,G7Z "
"Everything I Love","Cole Porter","","Medium Swing","F","","","0","0","*A[T44F^7   |B7#11   |Bb^7   |A-7 D7 |G-7   |C7   |A-7 D7 |G-7 C7 |F6   |Ab7   |G-7   |A-7 D7 |Bb-7   |Eb7   |Ab^7   |G-7 C7 ]*B[F^7   |B7#11   |Bb^7   |A-7 D7 |Bh7   |E7b9   |A7   | x  |D-7 Db-7 |C-7 F7 |Bb^7 D7#5 |G-7 G#o7 |A-7 D7 |G-7 C7 |F6   | x  Z"
"Everything I've Got Belongs To You","Rodgers-Hart","","Medium Swing","Eb","","","0","0","{*AT44Eb^7, |x |x |x |Eb-7, |x |x |x ||F7,   |F7,   |Bb^7,   |Bb7,   |Eb^7,   |Bb7,   |N1Eb^7,   |Bb7   }        |N2Eb^7,   |Eb^7   ][*BB,   |F#7,   |B,   |F#7, B, |Eb,   |D7,   |G-7,   |Bb7   ][*CEb^7, |x |x |x |Eb-7, |x |x |x ||F7,   |F7,   |Bb^7,   |Bb7,   |Eb^7,   |Bb7,   |Eb^7,   |Eb^7   Z "
"Evidence","Thelonious Monk","","Medium Swing","Eb","","","0","0","*A{T44Eb^7   |G-7 C7#11 |F-7   |Bb7#11   |A7   |Ab-7 Db7 |F-7   |F7#9#11(Bb7)   }*B[Bb-7   |Eb7#11   |Ab^7   |Db7   |C-7   |G7#11   |F7   |Bb7#11   ]*A[Eb^7   |G-7 C7#11 |F-7   |Bb7#11   |A7   |Ab-7 Db7 |F-7   |F7#9#11(Bb7)   Z"
"Exactly Like You","Jimmy McHugh","","Medium Swing","C","","","0","0","*A{T44C6   | x  |D7   | x  |G7   | x  |N1C6   |D-7 G7 }        |N2C6   |C7   ]*B[F^7   |Bb7   |C6   |A-7   |D-7   |F-6 G7 |E-7 Ebo7 |D-7 G7 ]*A[C6   | x  |D7   | x  |G7   | x  |C6   |D-7 G7 Z"
"Eye of the Hurricane","Herbie Hancock","","Up Tempo Swing","F-","","","0","0","[*AT44F-6, Bb6, |Eb7sus, Ab7sus, |Db^7,  sC7|l n  |lGb-7,  sBb-|ln   |Eb7#9/F,   | x  |Eb7#9/F,   | x  |T64 n  |T44F-7,   |F-7,   [*BF-6, Bb6, |Eb7sus Ab7sus, |Db^7,  sC7|l n  |A^7#11, C^7, | n  |Eb7#9/F,   |Eb7#9/F,   | x  | x  | n  | n  |F-7,   |<Solos on F minor Blues> x  Z "
"Fall","Wayne Shorter","","Ballad","E-","","","0","0","[T44F#7susadd3   |B13b9   |E7sus   |Eb^7#11   |F#7susadd3   |B13b9   |E7sus   |Eb^7#11   |D^7   |D13b9   |G-7   |B-7 Ab^7#11 |F#7susadd3   |B13b9   |E-7 C^7/B | x  Z"
"Falling Grace","Steve Swallow","","Even 8ths","Ab","","","0","0","*A[T44Ab^7   | x  |D7/F#   |G-7   |F-7 Bb7 |Eb^7/G D7/F# |G-7/F   |C7/E   |F^7   |F#h7   |B7b13   |E-7   |A-7 D7 |G^7   ]*BC-7   |C#o7   |Bb^7/D   |Eb^7   |Eh7   |A7b13   |D-7 Db-7 |C-7 F7 |Bb^7   |Eb^7  Q ZYQ|Ab^7   |fDb^7   Z"
"Falling In Love Again","Frederick Hollander","","Waltz","C","","","0","0","{*AT34C^7 C7 |F^7 Dh7 |C^7 Eh7/Bb |A7   |D-7   |G7   |C6   |N1D-7 G7 }            |N2F#h7 B7 ][*BE7   |Bh7 E7 |A-7   | x  |D7   |A-7 D7 |D-7   |G7   ][*AC^7 C7 |F^7 Dh7 |C^7 Eh7/Bb |A7   |D-7   |G7   |C6   |D-7 G7 Z "
"Falling In Love With Love","Richard Rodgers","","Waltz","Bb","","","0","0","{T34Bb^7   | x  | x  | x  |C-7   | x  |F7   | x  |C-7   | x  |F7   | x  |Bb^7 |x |x |x |x |x |x |x |N1Ah7   | x  |D7b9   | x  |G-7   | x  |C7   | x  |C-7   | x  |F7   | x  }|N2Ab7#11   | x  |G7b9   | x  |C-7   |Bo7   |C-7   |F7   |Bb^7   |G-7   |C-7   |F7   Z"
"Fantasy in D (or Ugetsu)","Cedar Walton","","Medium Up Swing","C","","","0","0","[*iT44D^9/A |E-7/A | r|  | r|  | r|  |D#^9/A |E-7/A | r|  | r|  | r|  ]{*AD^9   |C^9   |D^9   |C^9   |D^9   |Ab7#11   |G^7   |C#h7 F#7, |B-7   |C^9   |sB-7,sE13,lG^9 |Gb13b9 Ab13b9/F |Bb13/E, Eb13#11/Eb }*BD^9/A |E-7/A | r|  | r|  | r|  ]*C D^9  | C^9  | D^9  | C^9  | D^9  | Ab7#11  | G^7  |C#h7 F#7#11 | B-7  | C^9  |B-7 E13 |Bb-7 Eb9 |D^9/A |E-7/A | r|  | r|  | r|  Z <*28Theme on InAA, Solos on C, interB> "
"Farmer's Trust","Pat Metheny","","Waltz","C","","","0","0","{*AT34G^7    |B-7, G/B,p |C#-7, F#7b9, p |F#7b9/B B-,p |A-7, D7sus sD7,|lF/G, G, F/G, |Cadd9    |Gsus, G, G7 |Csus, C, p|E-7 C/E, p |Ab, Bb,p |Db/Eb Eb, sDb/Eb,|lAbadd9   |G7#9#5  |Gb69  |Gh7/Db C7b9 p ][*BF-9   |C-9  |G-11  |Ab^7 Ab7, pQ |N1Csus C, p|Ab^7 Bb/Ab p|Csus  |C,pD,}[N2Csus C p|Ab^7 Bb/Ab p|Csus C,p|D ZY{QCsus C,p|Ab^7 Bb/Ab p|Csus C,p|C  } "
"Fascinating Rhythm","George Gershwin","","Medium Up Swing","F","","","0","0","*v[T44F- F-/Eb |Dh7 Db7 |F-/C Bo7 |Bb7 sF-/Ab,C7/G,l|F- F-/Eb |Dh7 Db7 |F-/C C7b13 |F6   |C- C-/Bb |Ah7 Ab7 |C-/G F#o7 |F7 sC-/Eb,G7/D,l|C- C-/Bb |Ah7 F-/Ab |G7   |C7   ]Y*A{C7(G-7)  (C7) | x  | x  | x  |F7(C-7)  (F7) | x  | x  | x  |*BN1Bb6   |G-7 C7 |F6   |Eh7 A7b9 |D-7   |G7   |G-7   |C7   }|*CN2Bb6   |Eh7 A7b9 |D-7   |G7   |G-7(G-7)  (C7) |C7(G-7)  (C7) |F6   | x  Z"
"Fascination","Fernando-Dante Marchetti","","Waltz","C","","","0","0","*A[T34C6   |Ebo7   |C^7   | x  |C^7   |Ebo7   |D-7   |G7   ]*B[D-7   | x  | x  | x  |D-7   | x  |Ab7   |G7   ]*A[C6   |Ebo7   |C^7   | x  |C^7   |Ebo7   |D-7   |G7   ]*C[D-7   | x  |G7   | x  |D-7   |G7   |C6   |G7sus   Z"
"Favela","Antonio-Carlos Jobim","","Bossa Nova","G-","","","0","0","*A[T34G-7   |F/G   |G-7   |F/G   |G-7   |F/G   |G-7   | x  |C-7   |F7   |Bb^7   |Bb7   |Eh7 Eb-6 |G-7 D-7 |G-7   | x  ]*B[C-7   |G-7   |C-7   |G-7   |C-7   |G-7   |Eb7#9 D7#9 |C7#9   ]*A[G-7   |F/G   |G-7   |F/G   |G-7   |F/G   |G-7   | x  |C-7   |F7   |Bb^7   |Bb7   |Eh7 Eb-6 |G-7 D-7 |G-7   | x  Z"
"Fee-Fi-Fo-Fum","Wayne Shorter","","Medium Swing","Bb","","","0","0","[*AT44Eb7 D7#9 |G-7 Ab^7 |B^7 D7 |D-7 G7 |Eb7 D7#9 |G-7 Ab^7 |C7(Gb7) F7 |Bb7   ][*BEb7   | x  |Bb7   | x  |Eb7   | x  |Bb-7 Eb7 |A-7 D7 ][*AEb7 D7#9 |G-7 Ab^7 |B^7 D7 |D-7 G7 |Eb7 D7#9 |Db^7 C7 |B^7   | x  Z "
"Feel Like Makin' Love","Eugene McDaniels","","Rock Pop","Eb","","","0","0","*A[T44F-7   |Bb7sus   |Eb^7   |Db7 C7 |F-7   |Bb7sus   |Eb^7   |A7#11   ]*B[Ab^7   |G-7   |F-7   |C-7   |Ab^7   |G-7   |Db7   |C-7 sEb7,E7|lF7   Z "
"Feels So Good","Chuck Mangione","","Funk","F","","","0","0","[T44F  sC/E,|lD-7   |G-7   |C7 C7/Bb |A-7   |D-7   |G-7   |Eh7 A7#9 |D-7   |Ebadd9   |D-7   |Ebadd9   |F   |Ebadd9   |D-7  sD-/C,|lBb^7   |G-7   |sG-7,A-7,Bb,Bo,|lC7sus   |F   |D7/F#   |G-7   |C7   |F   |D7/F#   |G-7   |C9sus   Z"
"Fever","Davenport-Cooley","","Medium Swing","A-","","","0","0","T44[*AA-   | x  | x  | x  | x  | x  |E7   |A-   |A-   | x  | x  | x  | x  | x Q |E7   |A-   ZY[QE7   |A-   |   r|    |E7   |A-   |E7   |fA-   Z "
"Fine And Dandy","Kay Swift","","Ballad","F","","","0","0","[*AT44F^7   |Abo,   |G-7,   |C7   |F^7,   |Abo,   |G-7,   |C7   ||F7,   | x  |Bb7,   | x  |Eb7,   |Eb7,   |Ab7,   |C7   ]Y[*BF^7   |Abo,   |G-7,   |C7   |F^7,   |Abo,   |G-7,   |C7   ||C-7,   |F7,   |Bb^7,   |Bb-7,   |G7,   |G-7, C7, |F^7,   | x  ] "
"Fine And Mellow","Billie Holiday","","Slow Swing","F","","","0","0","T44[F7   |Bb7   |F7   | x  |Bb7   | x  |F7   | x  |C7   |Db7 C7 |F7   |C7   Z "
"Five Brothers","Gerry Mulligan","","Medium Swing","C","","","0","0","*A[T44C^7   |D-7 G7 |C^7   |D-7 G7 |G-7 C7 |F^7 Bb7 |N1C^7 Eb7 |D-7 G7 }        |N2D-7 Db7 |C^7 B7 ]*B[E^7   |F-7 Bb7 |Eb^7   |E-7 A7 |D^7   |Eb-7 Ab7 |Db^7   |D-7 Db7 ]*A[C^7   |D-7 G7 |C^7   |D-7 G7 ]|G-7 C7 |F^7 Bb7 |D-7 Db7 |C^7   Z"
"Flamingo","Ted Grouya","","Ballad","F","","","0","0","*A{T44F^7 D-7 |G-7 C7 |F-7   |Bb7   |Db7   |G-7 C7 |N1F^7 D7 |G-7 C7 }        |N2F6 Bb-6 |F6   ]*B[Bb-7   |Eb7   |Ab^7   |Ao7   |Bb-7   |Eb7   |G-7   |C7   ]*A[F^7 D-7 |G-7 C7 |F-7   |Bb7   |Db7   |G-7 C7 |F^7 D7 |G-7 C7 Z"
"Flintstones","Hoyt Curtain","","Up Tempo Swing","Bb","","","0","0","{*AT44Bb G7 |C-7 F7 |   r|    |Bb7   |Eb7 Ab7 |N1Bb   |C-7 F7 }        |N2Bb   | x  ][*BD7   | x  |G7   | x  |C7   | x  |F7   | x  ][*ABb G7 |C-7 F7 |   r|    |Bb7   |Eb7 Ab7 |UBb   |C-7 F7 Z "
"Fly Me To The Moon","Bart Howard","","Medium Swing","C","","","0","0","*A[T44A-7   |D-7   |G7   |C^7   |F^7   |Bh7   |E7b9   |A-7 A7 |D-7   |G7   |C^7 F7 |E-7 A7 |D-7   |G7   |C^7   |Bh7 E7b9 ]*B[A-7   |D-7   |G7   |C^7   |F^7   |Bh7   |E7b9   |A-7 A7 |D-7   |G7   |E-7   |A7   |D-7   |G7   |UC^7   |Bh7 E7b9 Z"
"Flying Home","Goodman-Hampton","","Medium Swing","Eb","","","0","0","T44{*AEb^7 Eb/Db |C-7 sB7,Bb7,|lEb^9 Eb/Db |C-7 sB7,Bb7|lEb^7 Eb/Db |C-7 sB7,Bb7,|lEb6   |N1Bb7   }            |N2Eb6   ][*BEb7   | x  |Ab7   | x  |F7   | x  |Bb7   | x  ][*AEb^9 Eb/Db |C-7 sB7,Bb7,|lEb^9 Eb/Db |C-7 sB7,Bb7|lEb^9 Eb/Db |C-7 sB7,Bb7,|lEb6   |Bb7   Z "
"Folks Who Live On The Hill, The","Jerome Kern","","Ballad","C","","","0","0","T44{*AC^7 Gb7#11, |F^7 G7sus, |C^7/E, Ebo7 |D-7 A-7/C, |G7/B, A-7 |D-7/G, G7/F, |C^7 C7 |F^7 G7 |E-7 A7b9, |D-7 G7 |N1C6 A-7 |D-7 G7 }|N2C6   |F#7 B7b9 [*BE-7   |F#h7 B7b9 |E-7 E-^7/D# |E-7/D sA7/C#,D7,|lG6 G7/F |sE-7,A7,D-7,G7][*AlC^7 Gb7#11, |F^7 G7sus, |C^7/E, Ebo7 |D-7 A-7/C, |G7/B, A-7 |D-7/G, G7/F, |C^7 C7 |F^7 G7 |E-7 A7b9, |D-7 G7 |Eh7 A7b9, |D-7 G7 |C6 A-7 |D-7 G7 Z "
"Fools Rush In","Rube Bloom","","Slow Swing","C","","","0","0","*A[T44D-7   |G7   |C^7   |A-7   |D-7   |G7   |C^7   |A-7   |D-7   |G7   |C6   |A-7   |D7#11   | x  |G7   |G7b9   ]*B[D-7   |G7   |C^7   |A-7   |D-7   |G7   |Eh7   |A7b9   |D-7   |F-6   |C^7/G   |A-7   |D-7   |G7   |C6 A-7 |D-7 G7 Z"
"Footprints","Wayne Shorter","","Waltz","C-","","","0","0","[T34C-11   | x  | x  | x  |C-11   | x  | x  | x  |F-11   | x  | x  | x  |C-11   | x  | x  | x  |F#h7   |F7#11   |E7alt   |A7alt   |C-11   | x  | x  | x  Z"
"For All We Know","Fred Coots","","Ballad","Eb","","","0","0","*A[T44Eb6   |F7   |F-7   |F-7 Bb7 |Eb^7 Ab^7 |Gh7 C7b13 |F-7   |Ab-7 Db7 |Eb^7   |Gbo7   |F-7   |Bb7   |C-7   |F7   |F-7   |Bb7   ]*B[Eb6   |F7   |F-7   |F-7 Bb7 |Eb^7 Ab^7 |Gh7 C7b13 |F-7   |Ab-7 Db7 |Eb^7   |A-7 D7 |G7 Db7#11 |C7sus C7 |F-7 B7#11 |Bb7sus Bb7 |Eb6 C-7 |F-7 Bb7 Z"
"For Heaven's Sake","Edwards-Meyer-Bretton","","Ballad","F","","","0","0","*A{T44Gh7 C7b9 |A-7 D7b9 |Gh7 C7b9 |F^7 B7#11 |Bb-7   |A-7 Abo7 |G-7 C7sus |F6   }*B[Eb-7 Ab7 |Db^7 Bb7b9 |Eb-7 Ab7 |Db^7   |F-6 Dh7 |sGh7,C7,lF-7 |Bb-7 Bb-7/Ab |G-7 C7 ]*A[Gh7 C7b9 |A-7 D7b9 |Gh7 C7b9 |F^7 B7#11 |Bb-7   |A-7 Abo7 |G-7 C7sus |F6   Z"
"For Jan","Kenny Wheeler","","Waltz","A","","","0","0","[T34Bb^7#11   |E7alt   |A7b9b13   |D-9   |E7b9b13   | x  |A-7   |F^7#11   |Bb^7#11   |E7alt   |A7b9b13   |Ab7#5   |C/G   |E7b13/G#   |A-7   |B7#9#5   |E-11   |D-11   |C-11   |Bb^7#11   |E7alt   | x  |A^7   | x  Z "
"For Minors Only","Jimmy Heath","","Up Tempo Swing","C-","","","0","0","{T44C-7 G7b9 |C-7 G7b9 |C-7 G7b9 |C-7 C7b13 |F-7 C7b9 |F-7 C7b9 |F-7 C7b9 |F-7, C7b9 ][D-7, G7 |Eb-7, Ab7 |D-7   |G7   |N1C-7 W/Bb |Ab7 G7b13 |C-7   |G7#11   }|N2C-7 W/Bb |Ab7, G7b13, |C-7   | (Dh7)x (G7) Z "
"For Once In My Life","Orlando Murden","","Medium Swing","Bb","","","0","0","*A[T44Bb Bb+ |Bb6 Bo7 |C- G7 |C- G7 |C- C-b6 |C-6 F7 |Bb6 F7 |Bb6 D7 ]*B[G- G-/F# |F-7 Bb7#5 |Eb6 G-7 |C-7 F7 |D-7   |G-7   |C7   |F7#5   ]*A[Bb Bb+ |Bb6 Bo7 |C- G7 |C- G7 |C- C-b6 |C-6 F7 |Bb6 F7 |Bb6 D7 ]*C[G- G-/F# |F-7 Bb7#5 |Eb6   |C7#11   |Bb/F G-7 |C-7 F7 |Bb6   |C-7 F7 Z"
"For Sentimental Reasons","William Best","","Slow Swing","Db","","","0","0","{*AT44Db^7 Db7 |Gb^7 Cb7 |F-7, Bb-7 |Eb-7 Ab7 |Db6 Bb-7 |Eb-7 Ab7 |N1F-7 Bb7 |Eb-7 Ab7 }        |N2Db6 Gb-6 |Db6 Db7 ][*BGb^7 sGh,C7,|lF-7 Bb7 |Eb-7 Ab7 |Db^7   |Ch7 F7b9 |Bb-7   |Eb7   |Ab7   ][*ADb^7 Db7 |Gb^7 Cb7 |F-7 Bb-7 |Eb-7 Ab7 |Db6 Bb-7 |Eb-7 Ab7 |Db6 Bb7 |Eb-7 Ab7 Z "
"For You, For Me, For Evermore","George Gershwin","","Slow Swing","Eb","","","0","0","T44[*AEb^7   |F7   |F-7 Bb7 | x  |Eb^7   |F7   |F-7 Bb7 | x  ||Bb-7   |Eb7   |Bb-7 Eb7 |Ab6   |C-7   |F7   |B7   |Bb7#5, Bb7 ][*BEb^7   |F7   |F-7 Bb7 | x,  |Bb-7   |Eb7   |Ab6   |Db7   |Eb^7 sG-7,C7|lF-7 Bb7 |Eb^7 C-7 |F7   |F-7   |Eb6/Bb Bb7 |Eb6   |F7 Bb7 Z "
"Forest Flower","Charles Lloyd","","Bossa Nova","C","","","0","0","*A{T44A^7   | x  |G^7   | x  |C^7   | x  |Bb^7   | x  |Db-7   |Dh7 G7b9 |C^7   | x  |C-7   |B7#9   |Bb^7   | x  }*B[C-7   |Bb7   |Eb^7   | x  |Bb7   |Ab7#11   |Gb^7   | x  |Gb-7   |A-7   |C-7   |Eb-7   |C6   | x  Z"
"Forever Sonny","Jimmy Heath","","Bossa Nova","Bb","","","0","0","{*AT44G-7   |Eh7 Eb7 |D-7 G-7 |C-7 F7#5 |Bb7   |Eb7 Ab7, |N1D-7 G-7 |C-7 D7#9 }        |N2C-7 F7 |Bb^7   ][*BD7#9   | x  |G7   | x  |C7#9   | x  |F7   |F7 D7#9 ][*AG-7   |Eh7 Eb7 |D-7 G-7 |C-7 F7#5 |Bb7   |Eb7 Ab7 |C-7 F7 |UBb^7 D7#9 Z "
"Four","Miles Davis","","Up Tempo Swing","Eb","","","0","0","*A[T44Eb^7   | x  |Eb-7   |Ab7   |F-7   | x  |Ab-7   |Db7   ]*B[Eb^7/G   |F#-7 B7 |F-7   |Bb7   |Eb^7/G   |F#-7 B7 |F-7   |Bb7   ]*A[Eb^7   | x  |Eb-7   |Ab7   |F-7   | x  |Ab-7   |Db7   ]*C[Eb^7/G   |F#-7 B7 |F-7   |Bb7   |G-7 Gb-7 |F-7 Bb7 |Eb^7   | x  Z"
"Four Brothers","Jimmy Giuffre","","Up Tempo Swing","Ab","","","0","0","*A{T44Bb7   |Bb-7 Eb7#5 |Ab^7   |F7   |Bb-7   |C-7 F7 |N1Bb-7 Eb7 |Ab^7 F7 }        |N2Bb-7 Eb7 |Ab6   ]*B[C#-7 F#7 |B^7   |E-7 A7 |D^7   |D-7 G7 |C^7 C#o7 |D-7 G7 |C-7 F7 ]*A[Bb7   |Bb-7 Eb7#5 |Ab^7   |F7   |Bb-7   |C-7 F7 |Bb-7 Eb7 |Ab6   Z"
"Four In One","Thelonious Monk","","Medium Swing","Eb","","","0","0","{*AT44Eb6   |G7   |C7   | x  |F7   |Bb7   |Eb6   | (F-7)x (Bb7) }[*BBb-7 Eb7 |Bb-7 Eb7 |B-7 E7 |Eb7   |C-7 F7 |E7   |E7 B7 |F-7 Bb7 ][*AEb6   |G7   |C7   | x  |F7   |Bb7   |Eb6   | (F-7)x (Bb7) Z "
"Four On Six","Wes Montgomery","","Up Tempo Swing","G-","","","0","0","[T44G-7   | x  | x  | x  |C-7 F7 |Bb-7 Eb7 |A-7 D7 |Eb-7 Ab7 |G-7   | x  | x  |C-7 F7 |Bb^7 G-7 |Eb7 D7 |G-7   |Ah7 D7b9 Z"
"Freckle Face","Sammy Nestico","","Medium Swing","Bb","","","0","0","{*AT44C-7   |F7   |Bb^7   |G7   |N1C-7   |F7   |Bb^7   |Dbo7   }|N2C-7   |F9   |Bb6 Bbo7 |Bb6 Gbo7 ][*BF-7   |Bb7   |Eb6   |D7   ||G-7   |C9   |C-7   |F-7 Dbo7 ][*CC-7   |F7   |Bb^7   |Dbo7   |C-7   |F7b9   |Dh7   |G7b9   |C-7   |Eb-7   |D-7   |Dbo7   |C-7   |F7   |Bb6 Bbo7 |UBb6 Dbo7 Z "
"Freddie Freeloader","Miles Davis","","Medium Swing","Bb","","","0","0","[T44Bb7   | x  | x  | x  |Eb7   | x  |Bb7   | x  |F7   |Eb7   |N1Ab7   | x  }        |N2Bb7   | x  Z"
